,Parameter,Galaxy Name,Estimate,CI68_low,CI68_high,CI95_low,CI95_high,Est_in_CI68?,Est_in_CI95?,Est_at_lower?,Est_at_upper?,P(lower),P(upper),P(lower)>50%?,P(upper)>50%?,n_local_maxima,Index_of_peak
961,LOGZ,rs0470,-0.52307,-0.61537,-0.411,-0.6813,-0.27255,Y,Y,N,N,0.0,0.0,N,N,1,118
962,LOGQ,rs0472,7.3730899999999995,7.31548,7.466710000000001,7.26507,7.56033,Y,Y,N,N,0.0,0.0,N,N,1,55
963,LOGZ,rs0472,-0.52307,-0.58241,-0.39781,-0.65493,-0.30551,Y,Y,N,N,0.0,0.0,N,N,1,118
964,LOGQ,rs0473,7.4379100000000005,7.3730899999999995,7.60354,7.30828,7.74758,Y,Y,N,N,0.0,0.0,N,N,1,64
965,LOGZ,rs0473,-0.54285,-0.62197,-0.4044,-0.6944899999999999,-0.25277,Y,Y,N,N,0.0,0.0,N,N,1,115
966,LOGQ,rs0476,7.452310000000001,7.11383,7.5819399999999995,6.9986,7.7403699999999995,Y,Y,N,N,0.015880000000000002,0.0,N,N,2,66
967,LOGZ,rs0476,0.14939000000000002,-0.19343,0.17577,-0.33848,0.24169000000000002,Y,Y,N,N,0.0,0.00061,N,N,2,220
968,LOGQ,rs0477,7.80519,7.689960000000001,8.05005,7.574739999999999,8.21568,Y,Y,N,N,0.0,0.0,N,N,1,115
969,LOGZ,rs0477,-0.5362600000000001,-0.60878,-0.32529,-0.6944899999999999,-0.18684,Y,Y,N,N,0.0,0.0,N,N,1,116
970,LOGQ,rs0480,7.01301,7.00581,7.17865,-inf,7.32988,Y,Y,N,N,0.0736,0.0,N,N,1,5
971,LOGZ,rs0480,-0.35825,-0.43078,-0.21320999999999998,-0.4967,-0.07476000000000001,Y,Y,N,N,0.0,0.0,N,N,1,143
972,LOGQ,rs0485,7.32988,7.27227,7.4307,7.21465,7.53153,Y,Y,N,N,0.0,0.0,N,N,1,49
973,LOGZ,rs0485,-0.47693,-0.54285,-0.36485,-0.60878,-0.26595,Y,Y,N,N,0.0,0.0,N,N,1,125
974,LOGQ,rs0493,7.27947,7.22186,7.473910000000001,7.149839999999999,7.63235,Y,Y,N,N,0.0,0.0,N,N,1,42
975,LOGZ,rs0493,-0.5033,-0.56263,-0.33848,-0.62856,-0.18025,Y,Y,N,N,0.0,0.0,N,N,1,121
976,LOGQ,rs0494,7.07062,7.06342,7.54593,6.9914,7.76918,Y,Y,N,N,0.02368,0.0,N,N,1,13
977,LOGZ,rs0494,-0.11432,-0.21320999999999998,0.1428,-0.3187,0.2351,Y,Y,N,N,0.0,0.00059,N,N,2,180
978,LOGQ,rs0495,7.1642399999999995,7.11383,7.29387,7.05622,7.4091,Y,Y,N,N,5.9999999999999995e-05,0.0,N,N,1,26
979,LOGZ,rs0495,-0.43737,-0.50989,-0.32529,-0.58241,-0.19343,Y,Y,N,N,0.0,0.0,N,N,1,131
980,LOGQ,rs0496,6.977,6.9986,7.2290600000000005,-inf,7.4163,N,Y,Y,N,0.08535,0.0,N,N,1,0
981,LOGZ,rs0496,-0.21320999999999998,-0.28573000000000004,-0.00224,-0.37144,0.12302,Y,Y,N,N,0.0,1e-05,N,N,1,165
982,LOGQ,rs0505,7.135439999999999,7.034610000000001,7.30828,6.9842,7.50272,Y,Y,N,N,0.03467,0.0,N,N,2,22
983,LOGZ,rs0505,0.1428,-0.0418,0.18895,-0.29233000000000003,0.2351,Y,Y,N,N,0.0,0.00018999999999999998,N,N,1,219
984,LOGQ,rs0508,7.149839999999999,7.09943,7.28667,7.041810000000001,7.4091,Y,Y,N,N,0.00026000000000000003,0.0,N,N,1,24
985,LOGZ,rs0508,-0.45055,-0.51648,-0.3187,-0.589,-0.18684,Y,Y,N,N,0.0,0.0,N,N,1,129
986,LOGQ,rs0512,6.977,7.00581,7.27227,-inf,7.466710000000001,N,Y,Y,N,0.0827,0.0,N,N,1,0
987,LOGZ,rs0512,0.03732,-0.23958000000000002,0.12962,-0.35825,0.24169000000000002,Y,Y,N,N,0.0,0.00209,N,N,2,203
988,LOGQ,rs0516,7.351489999999999,7.28667,7.54593,7.21465,7.682760000000001,Y,Y,N,N,0.0,0.0,N,N,1,52
989,LOGZ,rs0516,-0.45715,-0.52307,-0.29233000000000003,-0.5956,-0.16047,Y,Y,N,N,0.0,0.0,N,N,1,128
990,LOGQ,rs0517,7.32268,7.1642399999999995,7.452310000000001,7.0202100000000005,7.61074,Y,Y,N,N,0.00793,0.0,N,N,2,48
991,LOGZ,rs0517,0.20214000000000001,0.06369,0.22851,-0.18025,0.25488,Y,Y,N,N,0.0,0.00022999999999999998,N,N,1,228
992,LOGQ,rs0519,7.142639999999999,7.08502,7.3947,7.01301,7.5675300000000005,Y,Y,N,N,0.004079999999999999,0.0,N,N,1,23
993,LOGZ,rs0519,-0.42418,-0.46374,-0.20002999999999999,-0.5362600000000001,-0.0418,Y,Y,N,N,0.0,0.0,N,N,2,133
994,LOGQ,rs0520,7.17865,7.12103,7.29387,7.07062,7.38749,Y,Y,N,N,2e-05,0.0,N,N,1,28
995,LOGZ,rs0520,-0.39781,-0.44396,-0.27255,-0.5033,-0.16706,Y,Y,N,N,0.0,0.0,N,N,1,137
996,LOGQ,rs0521,7.12103,7.07062,7.33708,7.00581,7.52433,Y,Y,N,N,0.00829,0.0,N,N,1,20
997,LOGZ,rs0521,-0.34507,-0.411,-0.16047,-0.48352,-0.00883,Y,Y,N,N,0.0,0.0,N,N,1,145
998,LOGQ,rs0522,6.9842,7.00581,7.22186,-inf,7.4019,N,Y,Y,N,0.07799,0.0,N,N,1,1
999,LOGZ,rs0522,-0.24618,-0.3121,-0.061579999999999996,-0.39121999999999996,0.06369,Y,Y,N,N,0.0,0.0,N,N,1,160
1000,LOGQ,rs0524,7.07782,7.034610000000001,7.365889999999999,6.9842,7.682760000000001,Y,Y,N,N,0.027889999999999998,0.0,N,N,1,14
1001,LOGZ,rs0524,-0.45055,-0.51648,-0.18025,-0.60219,0.09665,Y,Y,N,N,0.0,2e-05,N,N,2,129
1002,LOGQ,rs0526,7.135439999999999,7.07782,7.27947,7.0202100000000005,7.4091,Y,Y,N,N,0.00206,0.0,N,N,1,22
1003,LOGZ,rs0526,-0.39781,-0.45715,-0.27255,-0.52307,-0.14728,Y,Y,N,N,0.0,0.0,N,N,1,137
1004,LOGQ,rs0528,7.1642399999999995,7.04902,7.28667,6.9842,7.4307,Y,Y,N,N,0.02532,0.0,N,N,1,26
1005,LOGZ,rs0528,0.15599000000000002,0.03732,0.19554000000000002,-0.14069,0.2351,Y,Y,N,N,0.0,1e-05,N,N,1,221
1006,LOGQ,rs0529,7.351489999999999,7.27947,7.517119999999999,7.20745,7.64675,Y,Y,N,N,0.0,0.0,N,N,1,52
1007,LOGZ,rs0529,-0.39781,-0.47033,-0.26595,-0.54285,-0.14728,Y,Y,N,N,0.0,0.0,N,N,1,137
1008,LOGQ,rs0531,7.517119999999999,7.30828,7.71877,7.11383,7.891610000000001,Y,Y,N,N,0.00172,0.0,N,N,1,75
1009,LOGZ,rs0531,0.28125,0.18236,0.28784,0.0505,inf,Y,Y,N,Y,0.0,0.12424,N,N,1,240
1010,LOGQ,rs0532,7.19305,7.092230000000001,7.365889999999999,7.0202100000000005,7.50992,Y,Y,N,N,0.00374,0.0,N,N,1,30
1011,LOGZ,rs0532,-0.32529,-0.39781,-0.15388,-0.47033,-0.0352,Y,Y,N,N,0.0,0.0,N,N,1,148
1012,LOGQ,rs0534,7.21465,7.135439999999999,7.4307,7.06342,7.61074,Y,Y,N,N,0.00016,0.0,N,N,1,33
1013,LOGZ,rs0534,-0.37803000000000003,-0.44396,-0.18025,-0.51648,-0.028610000000000003,Y,Y,N,N,0.0,0.0,N,N,1,140
1014,LOGQ,rs0536,7.33708,7.27227,7.48112,7.20025,7.61074,Y,Y,N,N,0.0,0.0,N,N,1,50
1015,LOGZ,rs0536,-0.47033,-0.5362600000000001,-0.33188,-0.60219,-0.20661999999999997,Y,Y,N,N,0.0,0.0,N,N,1,126
1016,LOGQ,rs0538,7.041810000000001,7.01301,7.20745,6.9842,7.32988,Y,Y,N,N,0.0496,0.0,N,N,1,9
1017,LOGZ,rs0538,-0.28573000000000004,-0.35166,-0.14728,-0.42418,-0.048389999999999996,Y,Y,N,N,0.0,0.0,N,N,1,154
1018,LOGQ,rs0541,7.473910000000001,7.27227,7.60354,7.041810000000001,7.725969999999999,Y,Y,N,N,0.00549,0.0,N,N,2,69
1019,LOGZ,rs0541,0.13621,-0.0352,0.16258,-0.24618,0.20873000000000003,Y,Y,N,N,0.0,0.0,N,N,1,218
1020,LOGQ,rs0543,7.27947,7.2290600000000005,7.62515,7.142639999999999,7.90601,Y,Y,N,N,0.0,0.0,N,N,1,42
1021,LOGZ,rs0543,-0.5033,-0.55604,-0.2198,-0.63515,0.024130000000000002,Y,Y,N,N,0.0,0.0,N,N,1,121
1022,LOGQ,rs0545,7.3730899999999995,7.31548,7.517119999999999,7.250660000000001,7.65395,Y,Y,N,N,0.0,0.0,N,N,1,55
1023,LOGZ,rs0545,-0.52307,-0.60878,-0.36485,-0.70767,-0.2198,Y,Y,N,N,0.0,0.0,N,N,1,118
1024,LOGQ,rs0548,7.38749,7.32988,7.661160000000001,7.250660000000001,7.898810000000001,Y,Y,N,N,0.0,0.0,N,N,1,57
1025,LOGZ,rs0548,-0.51648,-0.58241,-0.28573000000000004,-0.65493,-0.07476000000000001,Y,Y,N,N,0.0,0.0,N,N,1,119
1026,LOGQ,rs0549,7.157039999999999,7.09943,7.28667,7.041810000000001,7.3947,Y,Y,N,N,0.0004,0.0,N,N,1,25
1027,LOGZ,rs0549,-0.38463,-0.43737,-0.25277,-0.5033,-0.14728,Y,Y,N,N,0.0,0.0,N,N,1,139
1028,LOGQ,rs0553,7.20745,7.142639999999999,7.38029,7.07782,7.55313,Y,Y,N,N,5.9999999999999995e-05,0.0,N,N,1,32
1029,LOGZ,rs0553,-0.39781,-0.47693,-0.25277,-0.54945,-0.10113,Y,Y,N,N,0.0,0.0,N,N,1,137
1030,LOGQ,rs0554,7.1642399999999995,7.04902,7.31548,6.9914,7.473910000000001,Y,Y,N,N,0.02486,0.0,N,N,1,26
1031,LOGZ,rs0554,0.12962,0.00435,0.17577,-0.1341,0.2351,Y,Y,N,N,0.0,0.00023999999999999998,N,N,1,217
1032,LOGQ,rs0555,6.977,7.00581,7.20745,-inf,7.351489999999999,N,Y,Y,N,0.08167999999999999,0.0,N,N,1,0
1033,LOGZ,rs0555,-0.21320999999999998,-0.28573000000000004,-0.0352,-0.36485,0.07028,Y,Y,N,N,0.0,0.0,N,N,1,165
1034,LOGQ,rs0556,8.08605,7.97803,8.316510000000001,7.8556,8.53256,Y,Y,N,N,0.0,0.00059,N,N,1,154
1035,LOGZ,rs0556,-0.70108,-0.78679,-0.49011000000000005,-0.8659,-0.3121,Y,Y,N,N,0.0,0.0,N,N,1,91
1036,LOGQ,rs0559,7.28667,7.2290600000000005,7.473910000000001,7.149839999999999,7.61795,Y,Y,N,N,0.0,0.0,N,N,1,43
1037,LOGZ,rs0559,-0.45055,-0.50989,-0.28573000000000004,-0.58241,-0.14728,Y,Y,N,N,0.0,0.0,N,N,1,129
1038,LOGQ,rs0560,6.977,6.9986,7.17865,-inf,7.29387,N,Y,Y,N,0.0882,0.0,N,N,1,0
1039,LOGZ,rs0560,-0.08795,-0.23299,-0.00883,-0.3187,0.07028,Y,Y,N,N,0.0,0.0,N,N,1,184
1040,LOGQ,rs0562,6.977,6.9986,7.21465,-inf,7.50272,N,Y,Y,N,0.09994,0.0,N,N,1,0
1041,LOGZ,rs0562,-0.47033,-0.54285,-0.21320999999999998,-0.62856,0.09665,Y,Y,N,N,0.0,2e-05,N,N,2,126
1042,LOGQ,rs0564,7.26507,7.149839999999999,7.459510000000001,7.04902,7.65395,Y,Y,N,N,0.00158,0.0,N,N,1,40
1043,LOGZ,rs0564,-0.34507,-0.41758999999999996,-0.14728,-0.5033,-0.00224,Y,Y,N,N,0.0,0.0,N,N,1,145
1044,LOGQ,rs0566,7.34428,7.27947,7.54593,7.20745,7.69716,Y,Y,N,N,0.0,0.0,N,N,1,51
1045,LOGZ,rs0566,-0.46374,-0.52967,-0.28573000000000004,-0.60219,-0.1341,Y,Y,N,N,0.0,0.0,N,N,1,127
1046,LOGQ,rs0568,7.07782,7.034610000000001,7.2290600000000005,6.9914,7.38749,Y,Y,N,N,0.0236,0.0,N,N,1,14
1047,LOGZ,rs0568,-0.39781,-0.47033,-0.25936,-0.54285,-0.11432,Y,Y,N,N,0.0,0.0,N,N,1,137
1048,LOGQ,rs0571,7.32268,7.26507,7.4379100000000005,7.20025,7.5675300000000005,Y,Y,N,N,0.0,0.0,N,N,1,48
1049,LOGZ,rs0571,-0.54285,-0.62856,-0.42418,-0.70108,-0.29891999999999996,Y,Y,N,N,0.0,0.0,N,N,1,115
1050,LOGQ,rs0572,6.977,7.04902,7.574739999999999,6.9842,7.76918,N,N,Y,N,0.03244,0.0,N,N,1,0
1051,LOGZ,rs0572,0.22851,-0.1275,0.22851,-0.27914,0.28125,Y,Y,N,N,0.0,0.00856,N,N,1,232
1052,LOGQ,rs0573,7.27947,7.20745,7.3947,7.142639999999999,7.50272,Y,Y,N,N,0.0,0.0,N,N,1,42
1053,LOGZ,rs0573,-0.39781,-0.47693,-0.29233000000000003,-0.54945,-0.18025,Y,Y,N,N,0.0,0.0,N,N,1,137
1054,LOGQ,rs0574,7.53153,7.301069999999999,7.64675,7.041810000000001,7.7763800000000005,Y,Y,N,N,0.00488,0.0,N,N,2,77
1055,LOGZ,rs0574,0.11642999999999999,-0.07476000000000001,0.1428,-0.29891999999999996,0.18895,Y,Y,N,N,0.0,0.0,N,N,1,215
1056,LOGQ,rs0578,7.22186,7.07062,7.53153,6.9914,7.725969999999999,Y,Y,N,N,0.02049,0.0,N,N,1,34
1057,LOGZ,rs0578,0.09665,-0.18684,0.14939000000000002,-0.29891999999999996,0.22851,Y,Y,N,N,0.0,7e-05,N,N,2,212
1058,LOGQ,rs0579,6.977,7.01301,7.4235,-inf,7.891610000000001,N,Y,Y,N,0.06114,0.0,N,N,1,0
1059,LOGZ,rs0579,0.30103,-0.11432,0.24169000000000002,-0.3121,0.29444000000000004,N,N,N,Y,0.0,0.04097,N,N,3,243
1060,LOGQ,rs0585,7.18585,7.12103,7.4091,7.041810000000001,7.60354,Y,Y,N,N,0.00149,0.0,N,N,1,29
1061,LOGZ,rs0585,-0.35825,-0.41758999999999996,-0.14728,-0.5033,0.00435,Y,Y,N,N,0.0,0.0,N,N,1,143
1062,LOGQ,rs0586,7.358689999999999,7.301069999999999,7.48832,7.243460000000001,7.60354,Y,Y,N,N,0.0,0.0,N,N,1,53
1063,LOGZ,rs0586,-0.52307,-0.5956,-0.39781,-0.66152,-0.27914,Y,Y,N,N,0.0,0.0,N,N,1,118
1064,LOGQ,rs0588,7.08502,7.06342,7.63955,6.9914,7.91321,Y,Y,N,N,0.01586,0.0,N,N,1,15
1065,LOGZ,rs0588,-0.43078,-0.47033,0.057089999999999995,-0.56263,0.17577,Y,Y,N,N,0.0,0.0,N,N,2,132
1066,LOGQ,rs0591,7.034610000000001,7.01301,7.236260000000001,-inf,7.4019,Y,Y,N,N,0.05463,0.0,N,N,2,8
1067,LOGZ,rs0591,0.12962,-0.0418,0.17577,-0.26595,0.22851,Y,Y,N,N,0.0,0.00011999999999999999,N,N,1,217
1068,LOGQ,rs0598,7.22186,7.07782,7.55313,6.9914,7.884410000000001,Y,Y,N,N,0.01966,0.0,N,N,1,34
1069,LOGZ,rs0598,-0.06817000000000001,-0.2198,0.12302,-0.32529,0.2351,Y,Y,N,N,0.0,0.00027,N,N,2,187
1070,LOGQ,rs0602,6.977,6.9914,7.2290600000000005,-inf,7.49552,N,Y,Y,N,0.11254000000000002,0.0,N,N,1,0
1071,LOGZ,rs0602,-0.36485,-0.44396,-0.11432,-0.51648,0.12302,Y,Y,N,N,0.0,1e-05,N,N,2,142
1072,LOGQ,rs0609,7.10663,7.04902,7.28667,6.9914,7.445110000000001,Y,Y,N,N,0.01571,0.0,N,N,1,18
1073,LOGZ,rs0609,-0.28573000000000004,-0.35825,-0.1341,-0.43078,-0.00883,Y,Y,N,N,0.0,0.0,N,N,1,154
1074,LOGQ,rs0615,6.977,7.01301,7.3730899999999995,-inf,7.5891399999999996,N,Y,Y,N,0.056670000000000005,0.0,N,N,1,0
1075,LOGZ,rs0615,-0.27255,-0.32529,0.06369,-0.42418,0.18236,Y,Y,N,N,0.0,1e-05,N,N,3,156
1076,LOGQ,rs0618,7.250660000000001,7.157039999999999,7.52433,7.05622,7.7763800000000005,Y,Y,N,N,0.0012699999999999999,0.0,N,N,1,38
1077,LOGZ,rs0618,-0.39781,-0.47033,-0.15388,-0.55604,0.03732,Y,Y,N,N,0.0,0.0,N,N,1,137
1078,LOGQ,rs0620,7.11383,7.06342,7.358689999999999,6.9986,7.5819399999999995,Y,Y,N,N,0.012830000000000001,0.0,N,N,1,19
1079,LOGZ,rs0620,-0.35825,-0.42418,-0.1341,-0.4967,0.043910000000000005,Y,Y,N,N,0.0,0.0,N,N,1,143
1080,LOGQ,rs0623,7.17865,7.12103,7.32268,7.06342,7.466710000000001,Y,Y,N,N,0.00016999999999999999,0.0,N,N,1,28
1081,LOGZ,rs0623,-0.45055,-0.52967,-0.32529,-0.60219,-0.17365,Y,Y,N,N,0.0,0.0,N,N,1,129
1082,LOGQ,rs0626,7.07782,7.027410000000001,7.243460000000001,6.9842,7.38749,Y,Y,N,N,0.03316,0.0,N,N,1,14
1083,LOGZ,rs0626,-0.29891999999999996,-0.37144,-0.15388,-0.45055,-0.0352,Y,Y,N,N,0.0,0.0,N,N,1,152
1084,LOGQ,rs0627,7.22186,7.092230000000001,7.52433,6.9986,7.69716,Y,Y,N,N,0.01281,0.0,N,N,1,34
1085,LOGZ,rs0627,0.06369,-0.25936,0.09665,-0.36485,0.17577,Y,Y,N,N,0.0,0.0,N,N,2,207
1086,LOGQ,rs0638,7.61795,7.17865,7.725969999999999,7.00581,7.877210000000001,Y,Y,N,N,0.01149,0.0,N,N,3,89
1087,LOGZ,rs0638,0.18895,-0.16047,0.20873000000000003,-0.35166,0.26147,Y,Y,N,N,0.0,0.0015300000000000001,N,N,2,226
1088,LOGQ,rs0640,7.2290600000000005,7.17865,7.661160000000001,7.08502,7.834,Y,Y,N,N,2e-05,0.0,N,N,2,35
1089,LOGZ,rs0640,-0.38463,-0.42418,-0.00224,-0.50989,0.10324000000000001,Y,Y,N,N,0.0,0.0,N,N,2,139
1090,LOGQ,rs0644,7.26507,7.157039999999999,7.49552,7.05622,7.70437,Y,Y,N,N,0.00144,0.0,N,N,1,40
1091,LOGZ,rs0644,-0.37803000000000003,-0.44396,-0.14728,-0.52967,0.01754,Y,Y,N,N,0.0,0.0,N,N,1,140
1092,LOGQ,rs0645,6.977,6.9986,7.2290600000000005,-inf,7.4235,N,Y,Y,N,0.08145,0.0,N,N,1,0
1093,LOGZ,rs0645,-0.25936,-0.32529,-0.061579999999999996,-0.411,0.08347,Y,Y,N,N,0.0,0.0,N,N,1,158
1094,LOGQ,rs0656,7.157039999999999,7.08502,7.27947,7.0202100000000005,7.38029,Y,Y,N,N,0.0028399999999999996,0.0,N,N,1,25
1095,LOGZ,rs0656,-0.23299,-0.30551,-0.14069,-0.37144,-0.061579999999999996,Y,Y,N,N,0.0,0.0,N,N,1,162
1096,LOGQ,rs0660,7.18585,7.05622,7.32268,6.9914,7.48832,Y,Y,N,N,0.02449,0.0,N,N,1,29
1097,LOGZ,rs0660,0.14939000000000002,-0.00224,0.19554000000000002,-0.25277,0.2351,Y,Y,N,N,0.0,2e-05,N,N,1,220
1098,LOGQ,rs0667,7.00581,7.027410000000001,7.3947,6.9842,7.61795,N,Y,N,N,0.040010000000000004,0.0,N,N,1,4
1099,LOGZ,rs0667,-0.054979999999999994,-0.18025,0.12962,-0.27914,0.2351,Y,Y,N,N,0.0,0.00125,N,N,1,189
1100,LOGQ,rs0671,7.06342,7.0202100000000005,7.17865,6.9842,7.29387,Y,Y,N,N,0.03106,0.0,N,N,1,12
1101,LOGZ,rs0671,-0.38463,-0.43737,-0.26595,-0.5033,-0.15388,Y,Y,N,N,0.0,0.0,N,N,1,139
1102,LOGQ,rs0679,7.00581,7.027410000000001,7.4235,6.9842,7.59634,N,Y,N,N,0.04226,0.0,N,N,1,4
1103,LOGZ,rs0679,-0.35825,-0.41758999999999996,-0.022019999999999998,-0.5033,0.09665,Y,Y,N,N,0.0,0.0,N,N,4,143
1104,LOGQ,rs0691,7.80519,7.34428,7.942019999999999,7.05622,8.12926,Y,Y,N,N,0.00432,0.0,N,N,2,115
1105,LOGZ,rs0691,0.30103,0.17577,0.29444000000000004,-0.11432,inf,N,Y,N,Y,0.0,0.209,N,N,1,243
1106,LOGQ,rs0703,6.977,7.027410000000001,7.4019,6.9842,7.65395,N,N,Y,N,0.04757,0.0,N,N,1,0
1107,LOGZ,rs0703,0.12962,-0.18684,0.22851,-0.37144,0.28784,Y,Y,N,N,0.0,0.016390000000000002,N,N,3,217
1108,LOGQ,rs0708,7.34428,7.1642399999999995,7.63235,7.01301,7.8628,Y,Y,N,N,0.008759999999999999,0.0,N,N,1,51
1109,LOGZ,rs0708,0.12962,-0.048389999999999996,0.20214000000000001,-0.2198,0.26147,Y,Y,N,N,0.0,0.00101,N,N,2,217
1110,LOGQ,rs0710,7.11383,7.06342,7.31548,7.01301,7.517119999999999,Y,Y,N,N,0.005,0.0,N,N,1,19
1111,LOGZ,rs0710,-0.45715,-0.51648,-0.26595,-0.58241,-0.06817000000000001,Y,Y,N,N,0.0,0.0,N,N,1,128
1112,LOGQ,rs0722,7.250660000000001,7.157039999999999,7.4235,7.08502,7.59634,Y,Y,N,N,4e-05,0.0,N,N,1,38
1113,LOGZ,rs0722,-0.39121999999999996,-0.44396,-0.18684,-0.51648,-0.0418,Y,Y,N,N,0.0,0.0,N,N,1,138
1114,LOGQ,rs0724,7.149839999999999,7.034610000000001,7.27947,6.9842,7.4163,Y,Y,N,N,0.03698,0.0,N,N,2,24
1115,LOGZ,rs0724,0.08347,-0.10772999999999999,0.11642999999999999,-0.26595,0.16917000000000001,Y,Y,N,N,0.0,0.0,N,N,1,210
1116,LOGQ,rs0726,7.30828,7.243460000000001,7.459510000000001,7.17144,7.61074,Y,Y,N,N,0.0,0.0,N,N,1,46
1117,LOGZ,rs0726,-0.44396,-0.51648,-0.29891999999999996,-0.589,-0.15388,Y,Y,N,N,0.0,0.0,N,N,1,130
1118,LOGQ,rs0727,7.27947,7.26507,7.8628,7.1642399999999995,8.02844,Y,Y,N,N,0.0,0.0,N,N,2,42
1119,LOGZ,rs0727,-0.54945,-0.57582,-0.10772999999999999,-0.6483399999999999,0.03732,Y,Y,N,N,0.0,0.0,N,N,2,114
1120,LOGQ,rs0731,7.135439999999999,7.07782,7.358689999999999,7.01301,7.53873,Y,Y,N,N,0.005,0.0,N,N,1,22
1121,LOGZ,rs0731,-0.37803000000000003,-0.45055,-0.20661999999999997,-0.51648,-0.048389999999999996,Y,Y,N,N,0.0,0.0,N,N,2,140
1122,LOGQ,rs0733,6.977,7.07062,7.55313,6.9914,7.725969999999999,N,N,Y,N,0.02461,0.0,N,N,2,0
1123,LOGZ,rs0733,0.20873000000000003,-0.12090999999999999,0.22191999999999998,-0.27914,0.27466,Y,Y,N,N,0.0,0.00777,N,N,1,229
1124,LOGQ,rs0734,7.027410000000001,7.01301,7.236260000000001,6.9842,7.365889999999999,Y,Y,N,N,0.0511,0.0,N,N,1,7
1125,LOGZ,rs0734,-0.30551,-0.37803000000000003,-0.14728,-0.45055,-0.0352,Y,Y,N,N,0.0,0.0,N,N,1,151
1126,LOGQ,rs0738,6.977,6.9986,7.21465,-inf,7.38029,N,Y,Y,N,0.08714,0.0,N,N,1,0
1127,LOGZ,rs0738,-0.33848,-0.411,-0.14728,-0.48352,0.00435,Y,Y,N,N,0.0,0.0,N,N,1,146
1128,LOGQ,rs0740,7.092230000000001,7.04902,7.243460000000001,6.9986,7.4019,Y,Y,N,N,0.01077,0.0,N,N,1,16
1129,LOGZ,rs0740,-0.47693,-0.54285,-0.33848,-0.60878,-0.18025,Y,Y,N,N,0.0,0.0,N,N,1,125
1130,LOGQ,rs0741,6.977,7.0202100000000005,7.26507,-inf,7.4163,N,Y,Y,N,0.050519999999999995,0.0,N,N,2,0
1131,LOGZ,rs0741,0.07028,-0.1341,0.11642999999999999,-0.28573000000000004,0.17577,Y,Y,N,N,0.0,1e-05,N,N,1,208
1132,LOGQ,rs0743,7.257860000000001,7.17865,7.38029,7.11383,7.54593,Y,Y,N,N,0.0,0.0,N,N,1,39
1133,LOGZ,rs0743,-0.52307,-0.60219,-0.4044,-0.67471,-0.25936,Y,Y,N,N,0.0,0.0,N,N,1,118
1134,LOGQ,rs0744,7.2290600000000005,7.135439999999999,7.50272,7.034610000000001,7.689960000000001,Y,Y,N,N,0.00313,0.0,N,N,1,35
1135,LOGZ,rs0744,-0.1275,-0.2198,0.043910000000000005,-0.30551,0.1428,Y,Y,N,N,0.0,0.0,N,N,1,178
1136,LOGQ,rs0751,7.243460000000001,7.09943,7.3730899999999995,6.9986,7.53873,Y,Y,N,N,0.013280000000000002,0.0,N,N,1,37
1137,LOGZ,rs0751,0.20214000000000001,0.06369,0.22191999999999998,-0.18025,0.26147,Y,Y,N,N,0.0,0.00045,N,N,1,228
1138,LOGQ,rs0752,7.19305,7.12823,7.65395,7.034610000000001,7.9492199999999995,Y,Y,N,N,0.00262,1e-05,N,N,1,30
1139,LOGZ,rs0752,-0.43078,-0.47693,-0.022019999999999998,-0.56922,0.12962,Y,Y,N,N,0.0,0.0,N,N,2,132
1140,LOGQ,rs0754,6.9986,7.027410000000001,7.48112,6.9842,7.71877,N,Y,N,N,0.0421,0.0,N,N,1,3
1141,LOGZ,rs0754,-0.29233000000000003,-0.33848,0.07687000000000001,-0.43737,0.19554000000000002,Y,Y,N,N,0.0,0.0,N,N,2,153
1142,LOGQ,rs0756,7.18585,7.12823,7.31548,7.07062,7.4235,Y,Y,N,N,2e-05,0.0,N,N,1,29
1143,LOGZ,rs0756,-0.39121999999999996,-0.43737,-0.25277,-0.4967,-0.14069,Y,Y,N,N,0.0,0.0,N,N,1,138
1144,LOGQ,rs0758,7.0202100000000005,7.041810000000001,7.4091,6.9842,7.61795,N,Y,N,N,0.031310000000000004,0.0,N,N,2,6
1145,LOGZ,rs0758,-0.048389999999999996,-0.23299,0.08347,-0.33848,0.18236,Y,Y,N,N,0.0,0.0,N,N,3,190
1146,LOGQ,rs0763,7.00581,7.01301,7.257860000000001,-inf,7.4163,N,Y,N,N,0.06081,0.0,N,N,1,4
1147,LOGZ,rs0763,-0.29891999999999996,-0.36485,-0.08795,-0.44396,0.043910000000000005,Y,Y,N,N,0.0,0.0,N,N,1,152
1148,LOGQ,rs0767,7.01301,7.00581,7.2290600000000005,-inf,7.459510000000001,Y,Y,N,N,0.06719,0.0,N,N,1,5
1149,LOGZ,rs0767,-0.39121999999999996,-0.47033,-0.18025,-0.55604,0.043910000000000005,Y,Y,N,N,0.0,0.0,N,N,1,138
1150,LOGQ,rs0768,7.01301,7.00581,7.20025,-inf,7.32988,Y,Y,N,N,0.06671,0.0,N,N,1,5
1151,LOGZ,rs0768,-0.32529,-0.39781,-0.18025,-0.47033,-0.054979999999999994,Y,Y,N,N,0.0,0.0,N,N,1,148
1152,LOGQ,rs0774,7.157039999999999,7.09943,7.31548,7.034610000000001,7.49552,Y,Y,N,N,0.00118,0.0,N,N,1,25
